,Station,Year,Month,Day,T_min,T_avg,T_max,Precipitation
79,26063,1881,3,21,-22.1,-11.8,-5.5,3.8
80,26063,1881,3,22,-13.5,-10.5,-7.1,0.0
81,26063,1881,3,23,-16.5,-8.8,-1.9,0.0
82,26063,1881,3,24,-15.4,-7.5,-0.4,0.0
83,26063,1881,3,25,-6.6,-0.6,1.7,2.8
84,26063,1881,3,26,-1.2,0.7,3.2,6.3
85,26063,1881,3,27,-13.1,-8.0,1.4,0.6
86,26063,1881,3,28,-13.6,-4.0,1.2,0.1
87,26063,1881,3,29,-1.7,2.1,4.4,0.0
88,26063,1881,3,30,-3.5,0.3,3.5,2.3
89,26063,1881,3,31,-7.8,-5.0,-1.0,0.2
90,26063,1881,4,1,-11.7,-5.9,1.6,0.0
91,26063,1881,4,2,-10.0,-4.5,2.2,0.1
92,26063,1881,4,3,-11.7,-8.7,-4.1,0.0
93,26063,1881,4,4,-21.8,-11.1,-4.5,0.0
94,26063,1881,4,5,-11.2,-4.8,0.5,0.0
95,26063,1881,4,6,-9.7,-3.4,2.0,0.0
96,26063,1881,4,7,-8.8,-6.4,-1.2,0.0
97,26063,1881,4,8,-18.6,-8.5,-3.0,0.0
98,26063,1881,4,9,-9.7,-2.6,2.7,0.0
99,26063,1881,4,10,-7.4,-2.7,0.3,0.0
100,26063,1881,4,11,-5.2,-0.3,3.1,0.0
101,26063,1881,4,12,-7.4,-3.0,0.4,0.0
102,26063,1881,4,13,-7.7,-1.7,4.8,0.0
103,26063,1881,4,14,-7.3,-1.7,2.9,0.0
104,26063,1881,4,15,-4.7,-0.4,5.3,0.0
105,26063,1881,4,16,-6.9,0.0,6.9,0.0
106,26063,1881,4,17,-3.4,1.4,6.2,0.0
107,26063,1881,4,18,-5.1,0.2,5.6,0.0
108,26063,1881,4,19,-1.2,5.2,9.2,0.0
109,26063,1881,4,20,1.3,4.4,9.5,2.5
110,26063,1881,4,21,0.3,3.4,7.0,0.0
111,26063,1881,4,22,-0.6,1.6,4.8,0.6
112,26063,1881,4,23,-3.4,-1.6,1.5,0.4
113,26063,1881,4,24,-6.3,-0.3,2.9,0.3
114,26063,1881,4,25,-0.9,3.4,7.3,0.0
115,26063,1881,4,26,2.2,6.6,11.7,0.0
116,26063,1881,4,27,3.8,7.7,12.9,1.3
117,26063,1881,4,28,1.7,4.3,7.6,0.0
118,26063,1881,4,29,0.9,2.5,5.0,0.0
119,26063,1881,4,30,-1.2,1.2,2.4,5.1
120,26063,1881,5,1,-3.2,0.5,4.4,0.0
121,26063,1881,5,2,-0.5,5.9,7.9,0.3
122,26063,1881,5,3,1.3,2.5,6.4,3.8
123,26063,1881,5,4,1.2,11.4,21.1,0.0
124,26063,1881,5,5,0.4,2.0,16.7,0.0
125,26063,1881,5,6,-1.8,3.6,7.6,4.2
126,26063,1881,5,7,0.2,4.7,8.2,2.2
127,26063,1881,5,8,1.3,6.2,9.3,0.0
128,26063,1881,5,9,-0.2,2.5,4.9,0.0
129,26063,1881,5,10,-1.8,0.7,2.6,0.0
130,26063,1881,5,11,-1.1,1.4,5.9,0.0
131,26063,1881,5,12,-0.7,3.5,6.0,0.0
132,26063,1881,5,13,1.6,4.6,6.6,1.8
133,26063,1881,5,14,1.5,8.3,16.5,0.0
134,26063,1881,5,15,4.4,10.1,13.8,0.0
135,26063,1881,5,16,2.0,7.9,12.9,0.0
136,26063,1881,5,17,4.5,15.4,22.1,0.3
137,26063,1881,5,18,7.0,7.8,15.2,0.0
138,26063,1881,5,19,5.9,14.6,18.5,0.0
139,26063,1881,5,20,3.3,12.3,21.5,0.0
140,26063,1881,5,21,1.4,6.3,11.9,0.0
141,26063,1881,5,22,3.2,8.4,10.6,0.0
142,26063,1881,5,23,2.6,10.7,16.2,0.0
143,26063,1881,5,24,4.4,12.3,17.2,0.0
144,26063,1881,5,25,5.9,11.8,17.8,0.0
145,26063,1881,5,26,1.7,3.4,9.7,0.0
146,26063,1881,5,27,-1.5,5.3,8.4,0.5
147,26063,1881,5,28,1.8,5.8,9.0,0.0
148,26063,1881,5,29,1.2,8.3,11.9,0.0
149,26063,1881,5,30,0.7,8.5,11.6,0.0
150,26063,1881,5,31,3.6,8.9,11.6,0.0
151,26063,1881,6,1,4.8,8.2,10.7,0.0
152,26063,1881,6,2,5.1,10.2,14.7,0.0
153,26063,1881,6,3,7.9,12.0,14.2,2.0
154,26063,1881,6,4,7.4,9.8,13.0,1.1
155,26063,1881,6,5,8.1,11.7,16.2,2.7
156,26063,1881,6,6,9.7,13.4,16.8,2.5
157,26063,1881,6,7,10.7,18.1,26.3,1.1
158,26063,1881,6,8,14.5,24.2,28.8,0.0
159,26063,1881,6,9,17.4,23.6,28.7,1.9
160,26063,1881,6,10,17.8,21.4,26.2,6.4
161,26063,1881,6,11,8.5,11.1,19.5,2.0
162,26063,1881,6,12,6.6,10.2,12.7,10.0
163,26063,1881,6,13,8.3,9.2,12.4,1.5
164,26063,1881,6,14,7.1,11.5,16.0,0.1
165,26063,1881,6,15,6.3,9.2,13.2,0.0
166,26063,1881,6,16,4.8,10.3,14.7,0.0
167,26063,1881,6,17,8.5,15.0,18.8,0.0
168,26063,1881,6,18,7.8,16.3,20.7,0.0
169,26063,1881,6,19,10.9,16.3,21.0,0.0
170,26063,1881,6,20,11.0,14.3,17.9,0.0
171,26063,1881,6,21,8.7,17.4,23.6,0.4
172,26063,1881,6,22,11.9,17.8,22.2,0.0
173,26063,1881,6,23,16.0,24.0,29.2,1.1
174,26063,1881,6,24,14.0,15.9,22.5,0.2
175,26063,1881,6,25,12.3,15.1,18.0,0.0
176,26063,1881,6,26,8.8,12.8,15.6,0.0
177,26063,1881,6,27,8.0,15.4,18.8,0.0
178,26063,1881,6,28,9.3,18.0,21.6,0.0
179,26063,1881,6,29,9.5,20.8,26.2,0.0
180,26063,1881,6,30,11.7,20.9,24.9,0.0
181,26063,1881,7,1,13.1,21.9,27.3,0.0
182,26063,1881,7,2,15.8,20.7,25.2,0.0
183,26063,1881,7,3,16.1,21.0,24.8,0.0
184,26063,1881,7,4,12.9,21.2,26.8,0.8
185,26063,1881,7,5,14.2,16.8,19.6,0.4
186,26063,1881,7,6,10.8,15.0,18.9,0.8
187,26063,1881,7,7,9.4,13.1,18.5,5.3
188,26063,1881,7,8,9.3,10.9,13.5,1.7
189,26063,1881,7,9,9.6,14.0,18.7,4.0
190,26063,1881,7,10,10.3,18.0,22.2,0.0
191,26063,1881,7,11,13.7,19.9,24.6,0.7
192,26063,1881,7,12,14.4,20.3,25.2,1.6
193,26063,1881,7,13,13.4,19.9,23.8,0.0
194,26063,1881,7,14,13.7,17.5,21.1,9.0
195,26063,1881,7,15,12.1,15.5,18.1,0.0
196,26063,1881,7,16,10.8,18.1,22.2,0.0
197,26063,1881,7,17,11.8,14.4,18.0,0.0
198,26063,1881,7,18,9.8,12.5,15.2,3.4
199,26063,1881,7,19,9.3,13.8,16.6,0.0
200,26063,1881,7,20,11.8,16.3,18.8,0.0
201,26063,1881,7,21,14.4,18.8,21.0,16.8
202,26063,1881,7,22,12.5,17.8,22.3,0.0
203,26063,1881,7,23,11.0,17.4,22.2,6.5
204,26063,1881,7,24,12.9,16.2,19.1,11.0
205,26063,1881,7,25,15.1,17.9,21.5,0.0
206,26063,1881,7,26,14.3,20.4,25.9,0.0
207,26063,1881,7,27,17.3,24.1,28.3,2.2
208,26063,1881,7,28,16.9,17.8,21.8,3.5
209,26063,1881,7,29,12.2,16.1,20.4,0.0
210,26063,1881,7,30,10.6,17.4,22.0,0.3
211,26063,1881,7,31,13.9,17.2,22.1,9.1
212,26063,1881,8,1,12.9,20.0,25.5,0.6
213,26063,1881,8,2,15.8,16.7,21.1,0.3
214,26063,1881,8,3,9.9,14.5,18.4,1.4
215,26063,1881,8,4,11.1,13.8,18.3,2.3
216,26063,1881,8,5,10.3,15.1,18.0,1.2
217,26063,1881,8,6,10.7,14.5,18.8,0.2
218,26063,1881,8,7,11.5,14.6,17.1,14.4
219,26063,1881,8,8,12.9,16.9,20.6,0.0
220,26063,1881,8,9,14.3,17.2,19.5,0.0
221,26063,1881,8,10,11.8,16.1,19.3,0.0
222,26063,1881,8,11,12.9,17.1,23.0,1.3
223,26063,1881,8,12,12.9,16.0,18.7,61.3
224,26063,1881,8,13,13.6,14.1,17.5,9.1
225,26063,1881,8,14,10.6,15.3,18.6,8.0
226,26063,1881,8,15,13.1,14.8,17.0,0.4
227,26063,1881,8,16,12.1,14.8,18.6,6.3
228,26063,1881,8,17,12.3,15.5,19.6,12.6
229,26063,1881,8,18,12.2,16.0,21.2,0.0
230,26063,1881,8,19,12.7,15.4,19.6,1.3
231,26063,1881,8,20,13.2,16.0,18.8,0.0
232,26063,1881,8,21,9.6,14.8,18.7,0.2
233,26063,1881,8,22,11.1,13.6,16.5,4.2
234,26063,1881,8,23,10.2,12.6,16.4,11.2
235,26063,1881,8,24,11.4,13.2,16.0,1.7
236,26063,1881,8,25,8.7,11.7,14.2,2.8
237,26063,1881,8,26,11.9,13.4,16.3,8.8
238,26063,1881,8,27,9.6,15.8,20.5,0.2
239,26063,1881,8,28,15.7,21.1,26.8,0.0
240,26063,1881,8,29,15.4,16.6,21.3,1.9
241,26063,1881,8,30,11.1,12.7,16.0,4.1
242,26063,1881,8,31,11.2,14.2,17.9,23.8
243,26063,1881,9,1,12.7,15.7,18.9,0.3
244,26063,1881,9,2,11.4,13.3,16.5,0.7
245,26063,1881,9,3,11.4,14.0,16.2,0.0
246,26063,1881,9,4,10.9,13.3,18.4,0.0
247,26063,1881,9,5,11.1,14.0,18.2,0.0
248,26063,1881,9,6,7.2,11.3,15.2,0.0
249,26063,1881,9,7,10.2,15.9,22.3,0.0
250,26063,1881,9,8,13.1,16.5,21.1,0.0
251,26063,1881,9,9,10.4,16.6,21.8,0.8
252,26063,1881,9,10,14.1,16.9,21.3,13.9
253,26063,1881,9,11,13.8,16.5,22.7,2.1
254,26063,1881,9,12,11.9,14.2,16.3,0.0
255,26063,1881,9,13,11.8,14.1,17.7,0.4
256,26063,1881,9,14,10.8,14.5,21.2,14.8
257,26063,1881,9,15,8.6,13.8,20.0,0.0
258,26063,1881,9,16,11.6,14.2,17.7,0.4
259,26063,1881,9,17,10.3,12.3,14.9,0.0
260,26063,1881,9,18,4.5,6.5,10.7,0.0
261,26063,1881,9,19,4.2,7.2,9.3,0.0
262,26063,1881,9,20,3.1,4.9,7.4,0.6
263,26063,1881,9,21,1.0,2.9,4.7,0.0
264,26063,1881,9,22,1.3,3.1,5.8,0.0
265,26063,1881,9,23,1.8,6.1,8.6,0.0
266,26063,1881,9,24,5.4,7.3,9.0,0.0
267,26063,1881,9,25,4.6,7.9,11.0,0.0
268,26063,1881,9,26,3.7,5.7,8.4,0.0
269,26063,1881,9,27,-0.6,4.6,7.9,0.0
270,26063,1881,9,28,6.1,7.5,9.4,0.0
271,26063,1881,9,29,4.7,8.2,11.4,0.0
272,26063,1881,9,30,6.5,9.5,11.6,4.0
273,26063,1881,10,1,6.3,8.4,10.2,9.8
274,26063,1881,10,2,2.4,4.2,7.9,3.2
275,26063,1881,10,3,1.3,4.3,6.3,0.3
276,26063,1881,10,4,1.8,3.5,6.5,0.0
277,26063,1881,10,5,-0.6,3.0,5.1,0.0
278,26063,1881,10,6,2.7,5.1,6.5,0.0
279,26063,1881,10,7,2.2,3.5,5.6,0.0
280,26063,1881,10,8,2.5,8.5,9.9,0.0
281,26063,1881,10,9,7.3,8.3,10.6,0.0
282,26063,1881,10,10,4.1,9.1,13.3,0.0
283,26063,1881,10,11,7.3,9.0,10.9,0.2
284,26063,1881,10,12,6.7,9.1,11.9,0.7
285,26063,1881,10,13,5.5,7.1,9.5,3.3
286,26063,1881,10,14,5.0,6.1,8.3,1.4
287,26063,1881,10,15,3.5,6.0,7.4,0.5
288,26063,1881,10,16,4.3,6.0,8.6,0.0
289,26063,1881,10,17,0.6,4.0,6.1,0.0
290,26063,1881,10,18,3.1,5.2,7.2,0.0
291,26063,1881,10,19,2.9,4.5,7.1,0.0
292,26063,1881,10,20,2.9,3.9,5.3,0.7
293,26063,1881,10,21,2.2,2.5,3.8,0.5
294,26063,1881,10,22,1.1,1.9,3.7,0.0
295,26063,1881,10,23,-0.7,0.9,2.3,0.0
296,26063,1881,10,24,-1.0,-0.6,1.3,0.8
297,26063,1881,10,25,-1.1,0.4,1.8,3.2
298,26063,1881,10,26,-6.9,-4.4,-0.1,1.7
299,26063,1881,10,27,-8.0,-5.0,-2.5,0.1
300,26063,1881,10,28,-8.7,-5.5,-1.0,0.0
301,26063,1881,10,29,-9.6,-6.3,-2.6,1.6
302,26063,1881,10,30,-8.6,-5.7,-3.8,0.0
303,26063,1881,10,31,-11.3,-6.8,-6.0,0.4
304,26063,1881,11,1,-6.6,-4.0,-3.0,0.1
305,26063,1881,11,2,-7.4,-4.5,-0.7,0.0
306,26063,1881,11,3,-8.8,-2.5,0.6,0.0
307,26063,1881,11,4,-1.5,0.2,1.1,0.0
308,26063,1881,11,5,-2.8,-0.6,1.2,0.4
309,26063,1881,11,6,-6.2,-4.1,-2.4,0.0
310,26063,1881,11,7,-4.2,-1.3,-0.4,0.0
311,26063,1881,11,8,-9.2,-2.8,2.4,0.0
312,26063,1881,11,9,1.8,2.9,3.4,0.0
313,26063,1881,11,10,1.5,2.5,3.2,1.5
314,26063,1881,11,11,1.3,2.4,3.1,1.2
315,26063,1881,11,12,-5.5,-2.6,2.0,0.0
316,26063,1881,11,13,-6.3,-0.6,2.1,5.2
317,26063,1881,11,14,-3.4,-1.2,2.2,0.1
318,26063,1881,11,15,-7.5,-1.5,6.0,0.0
319,26063,1881,11,16,-9.4,-0.2,6.0,1.8
320,26063,1881,11,17,3.3,5.1,6.0,9.9
321,26063,1881,11,18,-6.4,-1.8,5.6,0.0
322,26063,1881,11,19,-10.0,-7.3,-6.1,0.0
323,26063,1881,11,20,-8.6,-4.7,-1.3,2.0
324,26063,1881,11,21,-1.2,2.9,3.4,0.1
325,26063,1881,11,22,0.4,1.0,2.8,0.5
326,26063,1881,11,23,0.7,3.2,4.4,1.3
327,26063,1881,11,24,0.5,1.0,2.8,2.5
328,26063,1881,11,25,0.5,1.9,2.9,0.0
329,26063,1881,11,26,-0.4,1.6,3.3,0.0
330,26063,1881,11,27,-0.4,2.2,3.8,2.5
331,26063,1881,11,28,3.4,6.2,7.2,0.0
332,26063,1881,11,29,3.7,4.7,5.9,0.0
333,26063,1881,11,30,1.2,3.2,5.1,1.4
334,26063,1881,12,1,-3.2,-1.7,1.4,0.0
335,26063,1881,12,2,-4.3,-1.6,0.0,0.0
336,26063,1881,12,3,-2.3,-1.6,-1.2,0.0
337,26063,1881,12,4,-2.5,-1.3,-1.0,0.0
338,26063,1881,12,5,-1.9,-0.5,0.9,0.2
339,26063,1881,12,6,-0.7,0.1,1.1,0.5
340,26063,1881,12,7,-2.0,-1.1,0.0,0.0
341,26063,1881,12,8,-6.9,-4.8,-1.6,0.0
342,26063,1881,12,9,-6.2,-5.0,-3.7,0.1
343,26063,1881,12,10,-5.5,-2.8,-1.9,0.0
344,26063,1881,12,11,-3.8,-2.9,-1.6,0.6
345,26063,1881,12,12,-4.2,-2.5,-1.5,0.1
346,26063,1881,12,13,-7.1,-4.5,-1.5,0.0
347,26063,1881,12,14,-13.6,-11.7,-6.6,0.0
348,26063,1881,12,15,-13.8,-7.7,-5.6,0.0
349,26063,1881,12,16,-16.5,-14.0,-5.7,0.0
350,26063,1881,12,17,-17.3,-13.1,-10.4,0.0
351,26063,1881,12,18,-13.6,-10.9,-6.8,0.0
352,26063,1881,12,19,-8.2,-4.3,-1.1,0.0
353,26063,1881,12,20,-3.7,-0.7,1.1,0.0
354,26063,1881,12,21,-6.5,-3.8,-2.4,0.4
355,26063,1881,12,22,-7.4,-5.4,-4.3,1.8
356,26063,1881,12,23,-10.2,-9.3,-6.4,4.9
357,26063,1881,12,24,-9.2,-6.5,-5.4,1.1
358,26063,1881,12,25,-9.9,-8.9,-6.2,0.1
359,26063,1881,12,26,-12.9,-5.7,-1.5,0.2
360,26063,1881,12,27,-1.6,2.6,5.2,0.8
361,26063,1881,12,28,-3.9,-1.7,2.2,0.0
362,26063,1881,12,29,-7.2,-5.1,-2.6,0.0
363,26063,1881,12,30,-9.3,-7.1,-5.4,0.0
364,26063,1881,12,31,-10.5,-3.8,9,3.4
365,26063,1882,1,1,-8.2,-2.8,9,0.0
366,26063,1882,1,2,-9.9,-5.6,9,0.0
367,26063,1882,1,3,-1.3,0.4,9,3.2
368,26063,1882,1,4,-0.8,4.0,9,0.0
369,26063,1882,1,5,-1.8,0.6,9,0.0
370,26063,1882,1,6,-2.9,0.0,9,0.8
371,26063,1882,1,7,-0.5,2.0,9,4.3
372,26063,1882,1,8,-0.4,0.6,9,0.7
373,26063,1882,1,9,-4.5,-2.9,9,0.2
374,26063,1882,1,10,-3.3,0.5,9,1.6
375,26063,1882,1,11,-1.8,-0.4,9,0.7
376,26063,1882,1,12,-6.9,-3.6,9,0.5
377,26063,1882,1,13,-15.1,-12.5,9,0.1
378,26063,1882,1,14,-13.7,-1.9,9,0.0
379,26063,1882,1,15,-2.2,-0.8,9,0.0
380,26063,1882,1,16,-4.3,-1.2,9,0.0
381,26063,1882,1,17,-5.0,-1.6,9,0.3
382,26063,1882,1,18,-0.4,1.3,9,0.0
383,26063,1882,1,19,-1.3,-0.5,9,0.5
384,26063,1882,1,20,-0.6,1.5,9,0.0
385,26063,1882,1,21,-1.2,0.5,9,0.3
386,26063,1882,1,22,-3.2,-2.2,9,0.2
387,26063,1882,1,23,-3.5,0.2,9,0.3
388,26063,1882,1,24,-4.9,-1.9,9,0.4
389,26063,1882,1,25,-5.6,-2.5,9,0.0
390,26063,1882,1,26,-0.9,3.5,9,0.0
391,26063,1882,1,27,-1.2,0.3,9,0.3
392,26063,1882,1,28,-0.3,1.1,9,0.4
393,26063,1882,1,29,-5.7,-0.4,9,0.0
394,26063,1882,1,30,-10.0,-8.3,9,0.0
395,26063,1882,1,31,-11.5,-9.7,9,0.0
396,26063,1882,2,1,-9.5,-4.8,9,0.0
397,26063,1882,2,2,-5.9,-2.2,9,0.0
398,26063,1882,2,3,-3.5,-1.0,9,0.0
399,26063,1882,2,4,-4.3,0.1,9,0.0
400,26063,1882,2,5,-4.4,-0.9,9,0.0
401,26063,1882,2,6,-9.4,-5.7,9,0.3
402,26063,1882,2,7,-16.7,-15.2,9,0.0
403,26063,1882,2,8,-17.5,-15.1,9,0.0
404,26063,1882,2,9,-16.3,-8.4,9,2.6
405,26063,1882,2,10,-4.8,-3.0,9,0.0
406,26063,1882,2,11,-7.0,0.0,9,0.3
407,26063,1882,2,12,-0.6,0.1,9,0.4
408,26063,1882,2,13,-0.4,0.4,9,0.0
409,26063,1882,2,14,-1.5,2.9,9,1.1
410,26063,1882,2,15,-1.4,0.3,9,0.5
411,26063,1882,2,16,-5.8,-1.8,9,2.9
412,26063,1882,2,17,-9.5,-5.8,9,0.0
413,26063,1882,2,18,-8.4,-6.2,9,0.0
414,26063,1882,2,19,-12.7,-7.8,9,4.5
415,26063,1882,2,20,-7.1,-4.9,9,0.9
416,26063,1882,2,21,-12.0,-8.5,9,0.0
417,26063,1882,2,22,-11.1,-9.5,9,0.8
418,26063,1882,2,23,-9.2,-3.1,9,0.0
419,26063,1882,2,24,-12.4,-10.1,9,1.0
420,26063,1882,2,25,-16.0,-8.1,9,0.0
421,26063,1882,2,26,-4.0,3.5,9,2.4
422,26063,1882,2,27,-3.6,4.9,9,2.5
423,26063,1882,2,28,-3.0,3.6,9,0.9
424,26063,1882,3,1,-5.5,-4.3,9,0.0
425,26063,1882,3,2,-9.2,-4.7,9,0.0
426,26063,1882,3,3,-7.7,-5.1,9,1.0
427,26063,1882,3,4,-7.7,-6.2,9,0.0
428,26063,1882,3,5,-10.0,-4.9,9,0.0
429,26063,1882,3,6,-3.1,3.1,9,1.2
430,26063,1882,3,7,-3.7,-1.3,9,0.0
431,26063,1882,3,8,-6.4,-4.8,9,0.3
432,26063,1882,3,9,-5.0,-2.7,9,0.0
433,26063,1882,3,10,-3.9,-0.1,9,1.1
434,26063,1882,3,11,-4.6,-2.0,9,0.0
435,26063,1882,3,12,-6.2,-1.6,9,0.0
436,26063,1882,3,13,-3.9,0.3,9,2.0
437,26063,1882,3,14,-3.7,1.0,9,0.0
438,26063,1882,3,15,1.2,2.8,9,0.0
439,26063,1882,3,16,-0.8,2.1,9,0.0
440,26063,1882,3,17,-5.5,-3.8,9,0.0
441,26063,1882,3,18,-7.4,-5.3,9,0.0
442,26063,1882,3,19,-10.6,-6.3,9,0.0
443,26063,1882,3,20,-6.2,-0.3,9,0.0
444,26063,1882,3,21,0.0,5.6,9,0.0
445,26063,1882,3,22,4.0,5.5,9,1.9
446,26063,1882,3,23,0.0,1.3,9,0.9
447,26063,1882,3,24,0.0,1.5,9,0.0
448,26063,1882,3,25,-0.1,2.4,9,1.0
449,26063,1882,3,26,1.1,3.9,9,3.3
450,26063,1882,3,27,0.3,3.5,9,1.6
451,26063,1882,3,28,3.4,6.5,9,0.0
452,26063,1882,3,29,2.9,4.9,9,0.5
453,26063,1882,3,30,1.5,4.1,9,0.0
454,26063,1882,3,31,-1.4,2.6,9,0.0
455,26063,1882,4,1,0.0,3.2,9,0.0
456,26063,1882,4,2,-1.0,2.3,9,0.0
457,26063,1882,4,3,-0.4,2.8,9,0.0
458,26063,1882,4,4,-3.1,-1.6,9,0.0
459,26063,1882,4,5,-5.8,-2.0,9,0.0
460,26063,1882,4,6,-3.5,2.3,9,0.0
461,26063,1882,4,7,-1.1,3.6,9,0.0
462,26063,1882,4,8,0.0,3.9,9,0.0
463,26063,1882,4,9,-1.4,3.4,9,0.0
464,26063,1882,4,10,-2.4,2.9,9,0.0
465,26063,1882,4,11,-2.3,-0.4,9,1.0
466,26063,1882,4,12,-3.5,0.0,9,1.9
467,26063,1882,4,13,-3.1,-1.3,9,1.1
468,26063,1882,4,14,-3.7,-0.7,9,0.0
469,26063,1882,4,15,-4.7,0.9,9,0.0
470,26063,1882,4,16,0.0,4.0,9,1.9
471,26063,1882,4,17,-0.6,2.4,9,0.0
472,26063,1882,4,18,-2.2,-0.4,9,0.5
473,26063,1882,4,19,-3.1,0.3,9,0.0
474,26063,1882,4,20,-2.8,5.9,9,1.5
475,26063,1882,4,21,1.7,5.4,9,1.1
476,26063,1882,4,22,0.6,4.9,9,0.0
477,26063,1882,4,23,-1.7,1.3,9,0.0
478,26063,1882,4,24,-3.1,3.9,9,0.0
479,26063,1882,4,25,3.3,10.1,9,0.3
480,26063,1882,4,26,5.8,7.6,9,5.7
481,26063,1882,4,27,4.8,12.4,9,0.0
482,26063,1882,4,28,6.6,10.6,9,0.0
483,26063,1882,4,29,4.3,11.7,9,0.0
484,26063,1882,4,30,6.0,16.3,9,0.0
